category,company_name,product_name,crawl_date,가격요소주계약기준_계약체결비용지수_계약체결비용지수_남자,가격요소주계약기준_계약체결비용지수_계약체결비용지수_여자,가격요소주계약기준_금리부가방식_및_적용금리_금리연동형_자산연계형_최저보증이율,가격요소주계약기준_금리부가방식_및_적용금리_금리연동형_자산연계형_현재공시이율,가격요소주계약기준_금리부가방식_및_적용금리_금리확정형_확정이율,가격요소주계약기준_보장범위지수_보장범위지수_암입원,가격요소주계약기준_보장범위지수_보장범위지수_암진단,가격요소주계약기준_보험가격지수_보험가격지수_남자,가격요소주계약기준_보험가격지수_보험가격지수_여자,가격요소주계약기준_부가보험료지수_부가보험료지수_남자,가격요소주계약기준_부가보험료지수_부가보험료지수_여자,보장내용_및_보험료_구분_구분_구분,보장내용_및_보험료_급부명칭_급부명칭_급부명칭,보장내용_및_보험료_보험료_보험료_가입금액,보장내용_및_보험료_보험료_보험료_남자,보장내용_및_보험료_보험료_보험료_여자,보장내용_및_보험료_지급금액_지급금액_지급금액,보장내용_및_보험료_지급사유_지급사유_지급사유,보험회사명_보험회사명_보험회사명_보험회사명,상품명_상품명_상품명_상품명,상품운용_대표번호_대표번호_대표번호,상품운용_특이사항_특이사항_특이사항,상품운용_판매일자_판매일자_판매일자,상품운용_판매채널_판매채널_판매채널,상품특징_갱신주기_갱신주기_갱신주기,상품특징_유니버셜_유니버셜_유니버셜,상품특징_해약환급금_해약환급금_해약환급금
암보험,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,96.4 %,109.5 %,102.3 %,-,-,특약,무배당 항암방사선ㆍ약물치료특약W(갱신형)(1종 일반심사형),1000만원 원,138  원,205  원,50만원,"피보험자가 이 특약의 보험기간 중 “암보장개시일” 이후에 “암”으로 진단이 확정되고, 그 “암”의 직접적인 치료를 목 적으로 “항암방사선치료”를 받았을 때 [다만, 최초 1회에 한함] *이외 보장담보는 상품요약서 참조",KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),1588-3374,"1. 가입나이: 최초계약기준 만15세 ~ 75세 2. 보험기간: 최초계약 10년/20년/30년만기, 갱신계약 1~10년만기 3. 납입기간 : 최초계약 전기납, 갱신계약 전기납 ※ 최종 갱신계약의 보험기간 만료일은 피보험자의 100세 계약해당일 ※ 최종 갱신계약의 보험기간 만료일이 10년 미만일 경우에는 갱신일로부터 최종 갱신계약의 보험기간 만료일까지를 보험기간으로 합니다. 4. 보험료(주계약) 기준 : 40세, 20년만기, 전기납, 월납, 가입금액:3,000만원(주계약), 3,000만원((무)특정암진단특약W(갱신형), 600만원((무)소액암진단특약W(갱신형)) 5. 보험료(특약) 기준 : 40세, 20년만기, 20년납, 월납, 특약가입금액 1,000만원 6. 보험가격지수 기준 : 40세, 20년만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 세부산출 기준 보장범위지수 산출시 개별상품 위험보험료는 40세, 남자, 10년만기, 전기납, 월납, 주요암진단금 1,000만원, 특정암진단금 1,00만원, 소액암진단금 200만원 기준으로 산출되었습니다. ※ (무)특정암진단특약W(갱신형), (무)소액암진단특약W(갱신형)은 의무부가특약으로 포함하여 산출",2025-09-01,대면채널,갱신형,비유니버셜,순수보장
암보험,KB라이프생명,KB 계획이다있는여성암보험 무배당,2025-09-25 17:21:27,-,-,-,-,2.50 %,-,64.5 %,-,95.8 %,-,-,주계약,암진단 보험금,"3,000만원",0  원,"18,810  원","고액암 : 6,000만원(1년 이상) : 3,000만원(1년 미만) 암(유방암, 여성생식기암 및 고액암 제외) : 3,000만원(1년 이상) : 1,500만원(1년 미만) 유방암 : 1,500만원(1년 이상) : 750만원(1년 미만) 여성생식기암 : 1,500만원(1년 이상) : 750만원(1년 미만)","피보험자가 보험기간 중 “암보장개시 일” 이후에 “암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB 계획이다있는여성암보험 무배당,1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이 : 여자 만19세 ~ 64세 3. 보험기간 : 80세, 100세만기 4. 납입기간 : 10년납, 20년납, 전기납 5. 보험료 기준 : 표준형, 여자, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 표준형, 여자, 40세, 80세만기, 20년납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 표준형, 여자, 40세, 10년만기, 10년납, 월납, 가입금액 1,000만원",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB 계획이다있는여성암보험 무배당,2025-09-25 17:21:27,-,-,-,-,2.50 %,-,64.5 %,-,95.8 %,-,-,주계약,암진단 보험금,"3,000만원",0  원,"18,810  원",기타피부암 : 300만원(1년 이상) : 150만원(1년 미만) 제자리암 : 300만원(1년 이상) : 150만원(1년 미만) 경계성종양 : 300만원(1년 이상) : 150만원(1년 미만) 중증 이외의 갑상선암 : 300만원(1년 이상) : 150만원(1년 미만) 대장점막내암 : 300만원(1년 이상) : 150만원(1년 미만),"피보험자가 보험기간 중 “기타피부 암”, “제자리암”, “경계성종양”, “중증갑 상선암” 이외의 “갑상선암” 및 “대장 점막내암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB 계획이다있는여성암보험 무배당,1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이 : 여자 만19세 ~ 64세 3. 보험기간 : 80세, 100세만기 4. 납입기간 : 10년납, 20년납, 전기납 5. 보험료 기준 : 표준형, 여자, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 표준형, 여자, 40세, 80세만기, 20년납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 표준형, 여자, 40세, 10년만기, 10년납, 월납, 가입금액 1,000만원",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,64.2 %,-,96.6 %,-,-,주계약,암진단 보험금,"3,000만원",0  원,"18,480  원","고액암 : 6,000만원(1년 이상) : 3,000만원(1년 미만) 암(유방암, 여성생식기암 및 고액암 제외) : 3,000만원(1년 이상) : 1,500만원(1년 미만) 유방암 : 1,500만원(1년 이상) : 750만원(1년 미만) 여성생식기암 : 1,500만원(1년 이상) : 750만원(1년 미만)","피보험자가 보험기간 중 “암보장개시 일” 이후에 “암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이 : 여자 만19세 ~ 64세 3. 보험기간 : 80세, 100세만기 4. 납입기간 : 전기납 5. 보험료 기준 : 해약환급금 미지급형, 여자, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 해약환급금 미지급형, 여자, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 해약환급금 미지급형, 여자, 40세, 10년만기, 10년납, 월납, 가입금액 1,000만원",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,64.2 %,-,96.6 %,-,-,주계약,암진단 보험금,"3,000만원",0  원,"18,480  원",기타피부암 : 300만원(1년 이상) : 150만원(1년 미만) 제자리암 : 300만원(1년 이상) : 150만원(1년 미만) 경계성종양 : 300만원(1년 이상) : 150만원(1년 미만) 중증 이외의 갑상선암 : 300만원(1년 이상) : 150만원(1년 미만) 대장점막내암 : 300만원(1년 이상) : 150만원(1년 미만),"피보험자가 보험기간 중 “기타피부 암”, “제자리암”, “경계성종양”, “중증갑 상선암” 이외의 “갑상선암” 및 “대장 점막내암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이 : 여자 만19세 ~ 64세 3. 보험기간 : 80세, 100세만기 4. 납입기간 : 전기납 5. 보험료 기준 : 해약환급금 미지급형, 여자, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 해약환급금 미지급형, 여자, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 해약환급금 미지급형, 여자, 40세, 10년만기, 10년납, 월납, 가입금액 1,000만원",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB 착한암보험 무배당,2025-09-25 17:21:27,-,-,-,-,2.50 %,-,106.3 %,95.9 %,90.5 %,-,-,주계약,암진단 보험금,"3,000만원",27600  원,"15,600  원","고액암 : 6,000만원(1년 이상) : 3,000만원(1년 미만) 유방암, 남녀생식기암 및 고액암 제외한 암 : 3,000만원(1년 이상) : 1,500만원(1년 미만) 유방암 : 600만원(1년 이상) : 300만원(1년 미만) 남녀생식기암 : 600만원(1년 이상) : 300만원(1년 미만)","피보험자가 보험기간 중 “암보장개시 일” 이후에 “암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB 착한암보험 무배당,1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이: 만19 ~ 최대 64세 3. 보험기간: 80, 100세만기 4. 납입기간 : 전기납 5. 보험료 기준 : 표준형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 표준형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 표준형, 남자40세, 10년만기, 10년납, 월납, 가입금액 1,000만원",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB 착한암보험 무배당,2025-09-25 17:21:27,-,-,-,-,2.50 %,-,106.3 %,95.9 %,90.5 %,-,-,주계약,암진단 보험금,"3,000만원",27600  원,"15,600  원",기타피부암 : 600만원(1년 이상) : 300만원(1년 미만) 제자리암 : 600만원(1년 이상) : 300만원(1년 미만) 경계성종양 : 600만원(1년 이상) : 300만원(1년 미만) 중증갑상선암 이외의 갑상선암 : 600만원(1년 이상) : 300만원(1년 미만) 대장점막내암 : 600만원(1년 이상) : 300만원(년 미만),"피보험자가 보험기간 중 “기타피부 암”, “제자리암”, “경계성종양”, “중증갑 상선암” 이외의 “갑상선암” 및 “대장 점막내암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB 착한암보험 무배당,1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이: 만19 ~ 최대 64세 3. 보험기간: 80, 100세만기 4. 납입기간 : 전기납 5. 보험료 기준 : 표준형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 표준형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 표준형, 남자40세, 10년만기, 10년납, 월납, 가입금액 1,000만원",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB 착한암보험 무배당(해약환급금 미지급형),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,105.9 %,96.8 %,91.4 %,-,-,주계약,암진단 보험금,"3,000만원",26820  원,"15,330  원","고액암 : 6,000만원(1년 이상) : 3,000만원(1년 미만) 유방암, 남녀생식기암 및 고액암 제외한 암 : 3,000만원(1년 이상) : 1,500만원(1년 미만) 유방암 : 600만원(1년 이상) : 300만원(1년 미만) 남녀생식기암 : 600만원(1년 이상) : 300만원(1년 미만)","피보험자가 보험기간 중 “암보장개시 일” 이후에 “암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB 착한암보험 무배당(해약환급금 미지급형),1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이: 만19 ~ 최대 64세 3. 보험기간: 80, 100세만기 4. 납입기간 : 전기납 5. 보험료 기준 : 해약환급금 미지급형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 해약환급금 미지급형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 해약환급금 미지급형, 남자40세, 10년만기, 10년납, 월납, 가입금액 1,000만원",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB 착한암보험 무배당(해약환급금 미지급형),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,105.9 %,96.8 %,91.4 %,-,-,주계약,암진단 보험금,"3,000만원",26820  원,"15,330  원",기타피부암 : 600만원(1년 이상) : 300만원(1년 미만) 제자리암 : 600만원(1년 이상) : 300만원(1년 미만) 경계성종양 : 600만원(1년 이상) : 300만원(1년 미만) 중증갑상선암 이외의 갑상선암 : 600만원(1년 이상) : 300만원(1년 미만) 대장점막내암 : 600만원(1년 이상) : 300만원(1년 미만),"피보험자가 보험기간 중 “기타피부 암”, “제자리암”, “경계성종양”, “중증갑 상선암” 이외의 “갑상선암” 및 “대장 점막내암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB 착한암보험 무배당(해약환급금 미지급형),1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이: 만19 ~ 최대 64세 3. 보험기간: 80, 100세만기 4. 납입기간 : 전기납 5. 보험료 기준 : 해약환급금 미지급형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 해약환급금 미지급형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 해약환급금 미지급형, 남자40세, 10년만기, 10년납, 월납, 가입금액 1,000만원",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB toss착한암보험 무배당,2025-09-25 17:21:27,-,-,-,-,2.50 %,-,106.3 %,95.9 %,90.5 %,-,-,주계약,암진단 보험금,"3,000만원",27600  원,"15,600  원","고액암 : 6,000만원(1년 이상) : 3,000만원(1년 미만) 유방암, 남녀생식기암 및 고액암 제외한 암 : 3,000만원(1년 이상) : 1,500만원(1년 미만) 유방암 : 600만원(1년 이상) : 300만원(1년 미만) 남녀생식기암 : 600만원(1년 이상) : 300만원(1년 미만)","피보험자가 보험기간 중 “암보장개시 일” 이후에 “암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB toss착한암보험 무배당,1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이: 만19 ~ 최대 64세 3. 보험기간: 80, 100세만기 4. 납입기간 : 전기납 5. 보험료 기준 : 표준형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 표준형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 표준형, 남자40세, 10년만기, 10년납, 월납, 가입금액 1,000만원 8. 이 상품은 제휴업체 회원들을 대상으로 보험계약이 이루어질 경우의 상품으로 상품명 앞에 제휴업체명이 들어가 있습니다.",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB toss착한암보험 무배당,2025-09-25 17:21:27,-,-,-,-,2.50 %,-,106.3 %,95.9 %,90.5 %,-,-,주계약,암진단 보험금,"3,000만원",27600  원,"15,600  원",기타피부암 : 600만원(1년 이상) : 300만원(1년 미만) 제자리암 : 600만원(1년 이상) : 300만원(1년 미만) 경계성종양 : 600만원(1년 이상) : 300만원(1년 미만) 중증갑상선암 이외의 갑상선암 : 600만원(1년 이상) : 300만원(1년 미만) 대장점막내암 : 600만원(1년 이상) : 300만원(년 미만),"피보험자가 보험기간 중 “기타피부 암”, “제자리암”, “경계성종양”, “중증갑 상선암” 이외의 “갑상선암” 및 “대장 점막내암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB toss착한암보험 무배당,1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이: 만19 ~ 최대 64세 3. 보험기간: 80, 100세만기 4. 납입기간 : 전기납 5. 보험료 기준 : 표준형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 표준형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 표준형, 남자40세, 10년만기, 10년납, 월납, 가입금액 1,000만원 8. 이 상품은 제휴업체 회원들을 대상으로 보험계약이 이루어질 경우의 상품으로 상품명 앞에 제휴업체명이 들어가 있습니다.",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB toss착한암보험 무배당(해약환급금 미지급형),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,105.9 %,96.8 %,91.4 %,-,-,주계약,암진단 보험금,"3,000만원",26820  원,"15,330  원","고액암 : 6,000만원(1년 이상) : 3,000만원(1년 미만) 유방암, 남녀생식기암 및 고액암 제외한 암 : 3,000만원(1년 이상) : 1,500만원(1년 미만) 유방암 : 600만원(1년 이상) : 300만원(1년 미만) 남녀생식기암 : 600만원(1년 이상) : 300만원(1년 미만)","피보험자가 보험기간 중 “암보장개시 일” 이후에 “암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB toss착한암보험 무배당(해약환급금 미지급형),1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이: 만19 ~ 최대 64세 3. 보험기간: 80, 100세만기 4. 납입기간 : 전기납 5. 보험료 기준 : 해약환급금 미지급형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 해약환급금 미지급형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 해약환급금 미지급형, 남자40세, 10년만기, 10년납, 월납, 가입금액 1,000만원 8. 이 상품은 제휴업체 회원들을 대상으로 보험계약이 이루어질 경우의 상품으로 상품명 앞에 제휴업체명이 들어가 있습니다.",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,KB라이프생명,KB toss착한암보험 무배당(해약환급금 미지급형),2025-09-25 17:21:27,-,-,-,-,2.50 %,-,105.9 %,96.8 %,91.4 %,-,-,주계약,암진단 보험금,"3,000만원",26820  원,"15,330  원",기타피부암 : 600만원(1년 이상) : 300만원(1년 미만) 제자리암 : 600만원(1년 이상) : 300만원(1년 미만) 경계성종양 : 600만원(1년 이상) : 300만원(1년 미만) 중증갑상선암 이외의 갑상선암 : 600만원(1년 이상) : 300만원(1년 미만) 대장점막내암 : 600만원(1년 이상) : 300만원(1년 미만),"피보험자가 보험기간 중 “기타피부 암”, “제자리암”, “경계성종양”, “중증갑 상선암” 이외의 “갑상선암” 및 “대장 점막내암”으로 진단확정 되었을 때 [다만, 각각 최초 1회에 한함]",KB라이프생명,KB toss착한암보험 무배당(해약환급금 미지급형),1588-3374,"1. 상품형태 : 표준형, 해약환급금 미지급형 2. 가입나이: 만19 ~ 최대 64세 3. 보험기간: 80, 100세만기 4. 납입기간 : 전기납 5. 보험료 기준 : 해약환급금 미지급형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 6. 보험가격지수 기준 : 해약환급금 미지급형, 40세, 80세만기, 전기납, 월납, 가입금액 3,000만원 7. 보장범위지수 기준 : 해약환급금 미지급형, 남자40세, 10년만기, 10년납, 월납, 가입금액 1,000만원 8. 이 상품은 제휴업체 회원들을 대상으로 보험계약이 이루어질 경우의 상품으로 상품명 앞에 제휴업체명이 들어가 있습니다.",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
암보험,신한라이프생명,신한SOL암보험(무배당),2025-09-25 17:21:27,-,-,-,-,2.25 %,-,88.5 %,88.1 %,97.5 %,-,-,주계약,암진단급여금,"3,000만원",33120  원,"24,030  원","보험가입금액의 100% (다만, 계약일부터 1년 미만에 지급사유가 발생한 경우 “보험가입금액의 50%”를 지급함)","보험기간 중 피보험자가 “암” 및 “중증 갑상선암” 보장개시일 이 후에 “「여성유방암 및 전립선암」 이외의 암” 또는 “중증 갑상선 암”으로 진단확정 되었을 때 (다 만, 최초 1회의 진단확정에 한함)",신한라이프생명,신한SOL암보험(무배당),1588-5580,"1. 보험기간 : 10/20/30년만기, 60/70/80세만기 2. 보험형태 : 해약환급금 미지급형, 일반형 3. 가입나이 : 만19세 ~ 60세 4. 보험료 예시기준 : 일반형, 가입금액 3,000만원 남ㆍ여 40세, 80세만기, 20년납, 월납 (주계약, 특약 동일 조건) 5. 보장범위지수 산출시 개별상품 위험보험료 기준 ·암진단급여금 : 1,000만원 ·여성유방암진단급여금: 300만원 ·전립선암진단급여금 : 300만원 ·소액암진단금 : 100만원",2025-09-01,CM,비갱신형,비유니버셜,순수보장
암보험,신한라이프생명,신한SOL암보험(무배당),2025-09-25 17:21:27,-,-,-,-,2.25 %,-,88.5 %,88.1 %,97.5 %,-,-,주계약,여성유방암 진단급여금,"3,000만원",33120  원,"24,030  원","보험가입금액의 30% (다만, 계약일부터 1년 미만에 지급사유가 발생한 경우 “보험가입금액의 15%”를 지급함)","보험기간 중 피보험자가 “암” 및 “중증 갑상선암” 보장개시일 이 후 “여성유방암”으로 진단확정 되었을 때 (다만, 최초 1회의 진 단확정에 한함)",신한라이프생명,신한SOL암보험(무배당),1588-5580,"1. 보험기간 : 10/20/30년만기, 60/70/80세만기 2. 보험형태 : 해약환급금 미지급형, 일반형 3. 가입나이 : 만19세 ~ 60세 4. 보험료 예시기준 : 일반형, 가입금액 3,000만원 남ㆍ여 40세, 80세만기, 20년납, 월납 (주계약, 특약 동일 조건) 5. 보장범위지수 산출시 개별상품 위험보험료 기준 ·암진단급여금 : 1,000만원 ·여성유방암진단급여금: 300만원 ·전립선암진단급여금 : 300만원 ·소액암진단금 : 100만원",2025-09-01,CM,비갱신형,비유니버셜,순수보장
암보험,신한라이프생명,신한SOL암보험(무배당),2025-09-25 17:21:27,-,-,-,-,2.25 %,-,88.5 %,88.1 %,97.5 %,-,-,주계약,전립선암 진단급여금,"3,000만원",33120  원,"24,030  원","보험가입금액의 30% (다만, 계약일부터 1년 미만에 지급사유가 발생한 경우 “보험가입금액의 15%”를 지급함)","보험기간 중 피보험자가 “암” 및 “중증 갑상선암” 보장개시일 이 후 “전립선암”으로 진단확정 되 었을 때 (다만, 최초 1회의 진단 확정에 한함)",신한라이프생명,신한SOL암보험(무배당),1588-5580,"1. 보험기간 : 10/20/30년만기, 60/70/80세만기 2. 보험형태 : 해약환급금 미지급형, 일반형 3. 가입나이 : 만19세 ~ 60세 4. 보험료 예시기준 : 일반형, 가입금액 3,000만원 남ㆍ여 40세, 80세만기, 20년납, 월납 (주계약, 특약 동일 조건) 5. 보장범위지수 산출시 개별상품 위험보험료 기준 ·암진단급여금 : 1,000만원 ·여성유방암진단급여금: 300만원 ·전립선암진단급여금 : 300만원 ·소액암진단금 : 100만원",2025-09-01,CM,비갱신형,비유니버셜,순수보장
암보험,신한라이프생명,신한SOL암보험(무배당),2025-09-25 17:21:27,-,-,-,-,2.25 %,-,88.5 %,88.1 %,97.5 %,-,-,주계약,소액암 진단급여금,"3,000만원",33120  원,"24,030  원","보험가입금액의 10% (다만, 계약일부터 1년 미만에 지급사유가 발생한 경우 “보험가입금액의 5%”를 지급함)","보험기간 중 피보험자가 보장개 시일 이후에 “기타피부암”, “중증 이외 갑상선암”, “제자리암”, “경 계성종양”, “대장점막내암”, “비 침습방광암”으로 진단확정 되었 을 때 (다만, 각각 최초1회의 진 단확정에 한함)",신한라이프생명,신한SOL암보험(무배당),1588-5580,"1. 보험기간 : 10/20/30년만기, 60/70/80세만기 2. 보험형태 : 해약환급금 미지급형, 일반형 3. 가입나이 : 만19세 ~ 60세 4. 보험료 예시기준 : 일반형, 가입금액 3,000만원 남ㆍ여 40세, 80세만기, 20년납, 월납 (주계약, 특약 동일 조건) 5. 보장범위지수 산출시 개별상품 위험보험료 기준 ·암진단급여금 : 1,000만원 ·여성유방암진단급여금: 300만원 ·전립선암진단급여금 : 300만원 ·소액암진단금 : 100만원",2025-09-01,CM,비갱신형,비유니버셜,순수보장
암보험,신한라이프생명,신한SOL암보험(무배당),2025-09-25 17:21:27,-,-,-,-,2.25 %,-,88.5 %,88.1 %,97.5 %,-,-,특약,신한SOL암보험 암사망특약(무배당),3000만원,11670  원,"5,700  원",3000만원,"특약보험기간 중 피보험자가 보장개시일(“암” 및 “중증 갑상선암”의 경우 “암” 및 “중증 갑상선암” 보장개시일) 이후에 “암”, “기타피부암”, “갑상선암”, “대장점막내암” 또는 “비침습방광암”으로 진단확정 되고, 특약보험기간 중 그 “암”, “기타피부암”, “갑 상선암”, “대장점막내암” 또는 “비침습방광암”을 직 접적인 원인으로 사망하였을 때",신한라이프생명,신한SOL암보험(무배당),1588-5580,"1. 보험기간 : 10/20/30년만기, 60/70/80세만기 2. 보험형태 : 해약환급금 미지급형, 일반형 3. 가입나이 : 만19세 ~ 60세 4. 보험료 예시기준 : 일반형, 가입금액 3,000만원 남ㆍ여 40세, 80세만기, 20년납, 월납 (주계약, 특약 동일 조건) 5. 보장범위지수 산출시 개별상품 위험보험료 기준 ·암진단급여금 : 1,000만원 ·여성유방암진단급여금: 300만원 ·전립선암진단급여금 : 300만원 ·소액암진단금 : 100만원",2025-09-01,CM,비갱신형,비유니버셜,순수보장
암보험,신한라이프생명,"신한SOL암보험(무배당, 해약환급금 미지급형)",2025-09-25 17:21:27,-,-,-,-,2.25 %,-,87.3 %,92.8 %,102.4 %,-,-,주계약,암진단급여금,"3,000만원",29010  원,"21,840  원","보험가입금액의 100% (다만, 계약일부터 1년 미만에 지급사유가 발생한 경우 “보험가입금액의 50%”를 지급함)","보험기간 중 피보험자가 “암” 및 “중증 갑상선암” 보장개시일 이 후에 “「여성유방암 및 전립선암」 이외의 암” 또는 “중증 갑상선 암”으로 진단확정 되었을 때 (다 만, 최초 1회의 진단확정에 한함)",신한라이프생명,"신한SOL암보험(무배당, 해약환급금 미지급형)",1588-5580,"1. 보험기간 : 10/20/30년만기, 60/70/80세만기 2. 보험형태 : 해약환급급 미지급형, 일반형 3. 가입나이 : 만19세 ~ 60세 4. 보험료 예시기준 : 해약환급금 미지급형, 가입금액 3,000만원 남ㆍ여 40세, 80세만기, 20년납, 월납(주계약 특약 동일 조건) 5. 보장범위지수 산출시 개별상품 위험보험료 기준 ·암진단급여금 : 1,000만원 ·여성유방암진단급여금: 300만원 ·전립선암진단급여금 : 300만원 ·소액암진단금 : 100만원",2025-09-01,CM,비갱신형,비유니버셜,무해지/저해지환급
