category,company_name,product_name,crawl_date,가격요소주계약기준_계약체결비용지수_계약체결비용지수_남자,가격요소주계약기준_계약체결비용지수_계약체결비용지수_여자,가격요소주계약기준_금리부가방식_및_적용금리_금리연동형_자산연계형_최저보증이율,가격요소주계약기준_금리부가방식_및_적용금리_금리연동형_자산연계형_현재공시이율,가격요소주계약기준_금리부가방식_및_적용금리_금리확정형_확정이율,가격요소주계약기준_보장범위지수_보장범위지수_암입원,가격요소주계약기준_보장범위지수_보장범위지수_암진단,가격요소주계약기준_보험가격지수_보험가격지수_남자,가격요소주계약기준_보험가격지수_보험가격지수_여자,가격요소주계약기준_부가보험료지수_부가보험료지수_남자,가격요소주계약기준_부가보험료지수_부가보험료지수_여자,보장내용_및_보험료_구분_구분_구분,보장내용_및_보험료_급부명칭_급부명칭_급부명칭,보장내용_및_보험료_보험료_보험료_가입금액,보장내용_및_보험료_보험료_보험료_남자,보장내용_및_보험료_보험료_보험료_여자,보장내용_및_보험료_지급금액_지급금액_지급금액,보장내용_및_보험료_지급사유_지급사유_지급사유,보험회사명_보험회사명_보험회사명_보험회사명,상품명_상품명_상품명_상품명,상품운용_대표번호_대표번호_대표번호,상품운용_특이사항_특이사항_특이사항,상품운용_판매일자_판매일자_판매일자,상품운용_판매채널_판매채널_판매채널,상품특징_갱신주기_갱신주기_갱신주기,상품특징_상품특징_상품특징_상품특징,상품특징_유니버셜_유니버셜_유니버셜,상품특징_최저보증사항_최저사망보험_부과방식_최저사망보험_부과방식,상품특징_최저보증사항_최저사망보험금_최저사망보험금,상품특징_최저보증사항_최저해약보험_부과방식_최저해약보험_부과방식,상품특징_최저보증사항_최저해약보험금_최저해약보험금,상품특징_해약환급금_해약환급금_해약환급금
종신보험,교보생명,"교보행복한준비보험II [D](무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,119.6 %,122.7 %,-,-,주계약,사망보험금,"1,000만원",21500  원,"19,200  원",기본보험금액의 100% + 가산계약자적립액 + 추가계약자적립액,피보험자가 보험기간 중 사망하였을 경우,교보생명,"교보행복한준비보험II [D](무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1,000만원, 20년납, 월납",2025-06-27,TM,,기본형,비유니버셜,"20년 이내 매년 기본계약자적립액의 4% + 매년 보험가입금액의 0.2%, 20년 초과 매년 보험가입금액의 0.05%",보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보행복한준비보험II [D](무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,119.6 %,122.7 %,-,-,주계약,추모자금,"1,000만원",21500  원,"19,200  원",보험가입금액의 10%,“사망보험금” 지급사유 발생일부터 1년이 되었을 때,교보생명,"교보행복한준비보험II [D](무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1,000만원, 20년납, 월납",2025-06-27,TM,,기본형,비유니버셜,"20년 이내 매년 기본계약자적립액의 4% + 매년 보험가입금액의 0.2%, 20년 초과 매년 보험가입금액의 0.05%",보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보행복한준비보험II [D](무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,119.6 %,122.7 %,-,-,특약,(무)질병재해장해납입면제특약,10만원,288  원,100  원,차회 이후부터 보험료납입기간 종료일까지의 주계약의 기본보험료 및 이 특약의 보험료 납입을 면제,피보험자가 보험기간 중 「약관 장해분류표 중 동 일한 재해 또는 재해 이외의 동일한 원인으로 여 러 신체부위의 장해지급률을 더하여 50% 이상인 장해상태」가 되었을 때,교보생명,"교보행복한준비보험II [D](무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1,000만원, 20년납, 월납",2025-06-27,TM,,기본형,비유니버셜,"20년 이내 매년 기본계약자적립액의 4% + 매년 보험가입금액의 0.2%, 20년 초과 매년 보험가입금액의 0.05%",보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보행복한준비보험II (무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,119.6 %,122.7 %,-,-,주계약,사망보험금,"1,000만원",21500  원,"19,200  원",기본보험금액의 100% + 가산계약자적립액 + 추가계약자적립액,피보험자가 보험기간 중 사망하였을 경우,교보생명,"교보행복한준비보험II (무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1,000만원, 20년납, 월납",2025-06-27,대면채널,,기본형,비유니버셜,"20년 이내 매년 기본계약자적립액의 4% + 매년 보험가입금액의 0.2%, 20년 초과 매년 보험가입금액의 0.05%",보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보행복한준비보험II (무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,119.6 %,122.7 %,-,-,주계약,추모자금,"1,000만원",21500  원,"19,200  원",보험가입금액의 10%,“사망보험금” 지급사유 발생일부터 1년이 되었을 때,교보생명,"교보행복한준비보험II (무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1,000만원, 20년납, 월납",2025-06-27,대면채널,,기본형,비유니버셜,"20년 이내 매년 기본계약자적립액의 4% + 매년 보험가입금액의 0.2%, 20년 초과 매년 보험가입금액의 0.05%",보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보행복한준비보험II (무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,119.6 %,122.7 %,-,-,특약,(무)질병재해장해납입면제특약,10만원,288  원,100  원,차회 이후부터 보험료납입기간 종료일까지의 주계약의 기본보험료 및 이 특약의 보험료 납입을 면제,피보험자가 보험기간 중 「약관 장해분류표 중 동 일한 재해 또는 재해 이외의 동일한 원인으로 여 러 신체부위의 장해지급률을 더하여 50% 이상인 장해상태」가 되었을 때,교보생명,"교보행복한준비보험II (무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1,000만원, 20년납, 월납",2025-06-27,대면채널,,기본형,비유니버셜,"20년 이내 매년 기본계약자적립액의 4% + 매년 보험가입금액의 0.2%, 20년 초과 매년 보험가입금액의 0.05%",보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보상속든든종신보험 (무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,103.1 %,105.0 %,-,-,주계약,사망보험금,"10,000만원",170000  원,"150,000  원",기본보험금액 + 가산계약자적립액 + 추가계약자적립액,피보험자가 보험기간 중 사망하였을 경우,교보생명,"교보상속든든종신보험 (무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 만15세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스, 교보New헬스케어서비스 프리미어, 교보New헬스케어서비스 프레스티지 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1억, 20년납, 월납",2025-06-27,대면채널,,기본형,비유니버셜,"20년 이내 매년 기본계약자적립액의 5% + 매년 보험가입금액의 0.6%, 20년 초과 매년 보험가입금액의 0.1%",보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보상속든든종신보험 (무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,103.1 %,105.0 %,-,-,특약,(무)질병재해장해납입면제특약,10만원,288  원,100  원,차회 이후부터 보험료납입기간 종료일까지의 주계약의 기본보험료 및 이 특약의 보험료 납입을 면제,피보험자가 보험기간 중 「약관 장해분류표 중 동 일한 재해 또는 재해 이외의 동일한 원인으로 여 러 신체부위의 장해지급률을 더하여 50% 이상인 장해상태」가 되었을 때,교보생명,"교보상속든든종신보험 (무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 만15세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스, 교보New헬스케어서비스 프리미어, 교보New헬스케어서비스 프레스티지 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1억, 20년납, 월납",2025-06-27,대면채널,,기본형,비유니버셜,"20년 이내 매년 기본계약자적립액의 5% + 매년 보험가입금액의 0.6%, 20년 초과 매년 보험가입금액의 0.1%",보증,-,-,무해지/저해지환급
종신보험,교보생명,교보간편밸류업종신보험 (무배당),2025-09-25 16:49:36,-,-,-,-,2.50 %,,,110.1 %,113.6 %,-,-,주계약,사망보험금,"10,000만원 원",1485000  원,"1,360,000  원",기본사망보험금 + 추가계약자적립액,피보험자가 보험기간 중 사망하였을 경우,교보생명,교보간편밸류업종신보험 (무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 20~64세 2. 보험기간 : 종신 ■선택기재사항 1. 보장형 계약(저해약환금금형/일반형), 적립형 계약, 일반종신전환형 계약 2. 교보New헬스케어서비스((R) , 교보New헬스케어서비스(R) 프리미어 3. 보험료 예시기준 : 보장형 계약 저해약환급금형, 40세가입, 보험가입금액 1억, 20년납, 월납 4. 적용이율 : 가입후 경과기간 10년 미만 2.5%/ 경과기간 10년 이상 1.75%",2025-07-07,대면채널,비갱신형,체증형,비유니버셜,-,-,-,-,무해지/저해지환급
종신보험,교보생명,교보간편밸류업종신보험 (무배당),2025-09-25 16:49:36,-,-,-,-,2.50 %,,,110.1 %,113.6 %,-,-,특약,(무)뇌혈관질환진단특약(간편가입/갱신형),"1,000만원 원",2850  원,"2,530  원","보험가입금액의 100% (다만, 최초계약의 계약일부터 1년 미만에 진단확정되었을 경우 50% 감액 지급)","피보험자가 이 특약의 보험기간 중 “뇌혈관질환”으로 진단확정되었을 경우 (다만, 최초 1회의 진단확정에 한함)",교보생명,교보간편밸류업종신보험 (무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 20~64세 2. 보험기간 : 종신 ■선택기재사항 1. 보장형 계약(저해약환금금형/일반형), 적립형 계약, 일반종신전환형 계약 2. 교보New헬스케어서비스((R) , 교보New헬스케어서비스(R) 프리미어 3. 보험료 예시기준 : 보장형 계약 저해약환급금형, 40세가입, 보험가입금액 1억, 20년납, 월납 4. 적용이율 : 가입후 경과기간 10년 미만 2.5%/ 경과기간 10년 이상 1.75%",2025-07-07,대면채널,비갱신형,체증형,비유니버셜,-,-,-,-,무해지/저해지환급
종신보험,교보생명,교보간편밸류업종신보험 (무배당),2025-09-25 16:49:36,-,-,-,-,2.50 %,,,110.1 %,113.6 %,-,-,특약,(무)플러스수술특약(간편가입/갱신형)Ⅱ,"1,000만원 원",6700  원,"7,500  원",[수술 1회당] 1종 : 보험가입금액의 1% 2종 : 보험가입금액의 3% 3종 : 보험가입금액의 5% 4종 : 보험가입금액의 10% 5종 : 보험가입금액의 30%,피보험자가 이 특약의 보험기간 중 수술을 받았을 경우,교보생명,교보간편밸류업종신보험 (무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 20~64세 2. 보험기간 : 종신 ■선택기재사항 1. 보장형 계약(저해약환금금형/일반형), 적립형 계약, 일반종신전환형 계약 2. 교보New헬스케어서비스((R) , 교보New헬스케어서비스(R) 프리미어 3. 보험료 예시기준 : 보장형 계약 저해약환급금형, 40세가입, 보험가입금액 1억, 20년납, 월납 4. 적용이율 : 가입후 경과기간 10년 미만 2.5%/ 경과기간 10년 이상 1.75%",2025-07-07,대면채널,비갱신형,체증형,비유니버셜,-,-,-,-,무해지/저해지환급
종신보험,교보생명,교보간편밸류업종신보험 (무배당),2025-09-25 16:49:36,-,-,-,-,2.50 %,,,110.1 %,113.6 %,-,-,특약,(무)허혈심장질환진단특약(간편가입/갱신형),"1,000만원 원",4400  원,"1,700  원","보험가입금액의 100% (다만, 최초계약의 계약일부터 1년 미만에 진단확정되었을 경우 50% 감액 지급)","피보험자가 이 특약의 보험기간 중 “허혈심장질환”으로 진단확정되었을 경우 (다만, 최초 1회의 진단확정에 한함)",교보생명,교보간편밸류업종신보험 (무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 20~64세 2. 보험기간 : 종신 ■선택기재사항 1. 보장형 계약(저해약환금금형/일반형), 적립형 계약, 일반종신전환형 계약 2. 교보New헬스케어서비스((R) , 교보New헬스케어서비스(R) 프리미어 3. 보험료 예시기준 : 보장형 계약 저해약환급금형, 40세가입, 보험가입금액 1억, 20년납, 월납 4. 적용이율 : 가입후 경과기간 10년 미만 2.5%/ 경과기간 10년 이상 1.75%",2025-07-07,대면채널,비갱신형,체증형,비유니버셜,-,-,-,-,무해지/저해지환급
종신보험,교보생명,교보간편밸류업종신보험 (무배당),2025-09-25 16:49:36,-,-,-,-,2.50 %,,,110.1 %,113.6 %,-,-,특약,(무)암진단특약(간편가입/갱신형)Ⅱ,"1,000만원 원",5300  원,"5,600  원",[1년 이상] 보험가입금액의 100% [1년 미만] 보험가입금액의 50%,"피보험자가 이 특약의 보험기간 중 암보장개시일 이후에 “암”으로 진단 확정되었을 경우(다만, 최초 1회의 진단확정에 한함)",교보생명,교보간편밸류업종신보험 (무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 20~64세 2. 보험기간 : 종신 ■선택기재사항 1. 보장형 계약(저해약환금금형/일반형), 적립형 계약, 일반종신전환형 계약 2. 교보New헬스케어서비스((R) , 교보New헬스케어서비스(R) 프리미어 3. 보험료 예시기준 : 보장형 계약 저해약환급금형, 40세가입, 보험가입금액 1억, 20년납, 월납 4. 적용이율 : 가입후 경과기간 10년 미만 2.5%/ 경과기간 10년 이상 1.75%",2025-07-07,대면채널,비갱신형,체증형,비유니버셜,-,-,-,-,무해지/저해지환급
종신보험,교보생명,교보밸류업종신보험 (무배당),2025-09-25 16:49:36,-,-,-,-,2.50 %,,,124.3 %,129.7 %,-,-,주계약,사망보험금,"10,000만원 원",1407000  원,"1,291,000  원",기본사망보험금 + 추가계약자적립액,피보험자가 보험기간 중 사망하였을 경우,교보생명,교보밸류업종신보험 (무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 만15~65세 2. 보험기간 : 종신 ■선택기재사항 1. 보장형 계약(저해약환금금형/일반형), 적립형 계약, 일반종신전환형 계약 2. 교보New헬스케어서비스 , 교보New헬스케어서비스 프리미어 3. 보험료 예시기준 : 보장형 계약 저해약환급금형, 40세가입, 표준체, 보험가입금액 1억, 20년납, 월납 4. 적용이율 : 가입후 경과기간 10년 미만 2.5%/ 경과기간 10년 이상 1.75%",2025-07-07,대면채널,비갱신형,체증형,비유니버셜,-,-,-,-,무해지/저해지환급
종신보험,교보생명,교보밸류업종신보험 (무배당),2025-09-25 16:49:36,-,-,-,-,2.50 %,,,124.3 %,129.7 %,-,-,특약,(무)교보뇌혈관질환진단특약(갱신형)Ⅱ,"1,000만원 원",2860  원,"2,750  원","보험가입금액의 100% (다만, 최초계약의 계약일부터 1년 미만에 진단확정되었을 경우 50% 감액 지급)","피보험자가 이 특약의 보험기간 중 “뇌혈관질환”으로 진단확정되었을 경우 (다만, 최초 1회의 진단확정에 한함)",교보생명,교보밸류업종신보험 (무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 만15~65세 2. 보험기간 : 종신 ■선택기재사항 1. 보장형 계약(저해약환금금형/일반형), 적립형 계약, 일반종신전환형 계약 2. 교보New헬스케어서비스 , 교보New헬스케어서비스 프리미어 3. 보험료 예시기준 : 보장형 계약 저해약환급금형, 40세가입, 표준체, 보험가입금액 1억, 20년납, 월납 4. 적용이율 : 가입후 경과기간 10년 미만 2.5%/ 경과기간 10년 이상 1.75%",2025-07-07,대면채널,비갱신형,체증형,비유니버셜,-,-,-,-,무해지/저해지환급
종신보험,교보생명,교보밸류업종신보험 (무배당),2025-09-25 16:49:36,-,-,-,-,2.50 %,,,124.3 %,129.7 %,-,-,특약,(무)플러스수술특약(갱신형)Ⅲ,"1,000만원 원",3600  원,"4,300  원",[수술 1회당] 1종 : 보험가입금액의 1% 2종 : 보험가입금액의 3% 3종 : 보험가입금액의 5% 4종 : 보험가입금액의 10% 5종 : 보험가입금액의 30%,피보험자가 이 특약의 보험기간 중 수술을 받았을 경우,교보생명,교보밸류업종신보험 (무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 만15~65세 2. 보험기간 : 종신 ■선택기재사항 1. 보장형 계약(저해약환금금형/일반형), 적립형 계약, 일반종신전환형 계약 2. 교보New헬스케어서비스 , 교보New헬스케어서비스 프리미어 3. 보험료 예시기준 : 보장형 계약 저해약환급금형, 40세가입, 표준체, 보험가입금액 1억, 20년납, 월납 4. 적용이율 : 가입후 경과기간 10년 미만 2.5%/ 경과기간 10년 이상 1.75%",2025-07-07,대면채널,비갱신형,체증형,비유니버셜,-,-,-,-,무해지/저해지환급
종신보험,교보생명,교보밸류업종신보험 (무배당),2025-09-25 16:49:36,-,-,-,-,2.50 %,,,124.3 %,129.7 %,-,-,특약,(무)교보허혈심장질환진단특약(갱신형),"1,000만원 원",5010  원,"1,880  원","보험가입금액의 100% (다만, 최초계약의 계약일부터 1년 미만에 진단확정되었을 경우 50% 감액 지급)","피보험자가 이 특약의 보험기간 중 “허혈심장질환”으로 진단확정되었을 경우 (다만, 최초 1회의 진단확정에 한함)",교보생명,교보밸류업종신보험 (무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 만15~65세 2. 보험기간 : 종신 ■선택기재사항 1. 보장형 계약(저해약환금금형/일반형), 적립형 계약, 일반종신전환형 계약 2. 교보New헬스케어서비스 , 교보New헬스케어서비스 프리미어 3. 보험료 예시기준 : 보장형 계약 저해약환급금형, 40세가입, 표준체, 보험가입금액 1억, 20년납, 월납 4. 적용이율 : 가입후 경과기간 10년 미만 2.5%/ 경과기간 10년 이상 1.75%",2025-07-07,대면채널,비갱신형,체증형,비유니버셜,-,-,-,-,무해지/저해지환급
종신보험,교보생명,교보밸류업종신보험 (무배당),2025-09-25 16:49:36,-,-,-,-,2.50 %,,,124.3 %,129.7 %,-,-,특약,New(무)암진단특약(갱신형)Ⅱ,"1,000만원 원",3700  원,"4,000  원",[1년 이상] 보험가입금액의 100% [1년 미만] 보험가입금액의 50%,"피보험자가 이 특약의 보험기간 중 암보장개시일 이후에 “암”으로 진단 확정되었을 경우(다만, 최초 1회의 진단확정에 한함)",교보생명,교보밸류업종신보험 (무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 만15~65세 2. 보험기간 : 종신 ■선택기재사항 1. 보장형 계약(저해약환금금형/일반형), 적립형 계약, 일반종신전환형 계약 2. 교보New헬스케어서비스 , 교보New헬스케어서비스 프리미어 3. 보험료 예시기준 : 보장형 계약 저해약환급금형, 40세가입, 표준체, 보험가입금액 1억, 20년납, 월납 4. 적용이율 : 가입후 경과기간 10년 미만 2.5%/ 경과기간 10년 이상 1.75%",2025-07-07,대면채널,비갱신형,체증형,비유니버셜,-,-,-,-,무해지/저해지환급
종신보험,교보생명,"교보간편행복한준비보험II (무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,129.2 %,137.4 %,-,-,주계약,사망보험금,"1,000만원",26100  원,"23,600  원",기본보험금액의 100% + 가산계약자적립액 + 추가계약자적립액,피보험자가 보험기간 중 사망하였을 경우,교보생명,"교보간편행복한준비보험II (무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형(R) 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1천만원, 20년납, 월납",2025-06-27,대면채널,,기본형,비유니버셜,20년 이내 매년 기본계약자적립액의 5.5% + 매년 보험가입금액의 0.5% 20년 초과 매년 보험가입금액의 0.1%,보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보간편행복한준비보험II (무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,129.2 %,137.4 %,-,-,주계약,추모자금,"1,000만원",26100  원,"23,600  원",보험가입금액의 10%,"""사망보험금"" 지급사유 발생일부터 1년이 되었을 때",교보생명,"교보간편행복한준비보험II (무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형(R) 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1천만원, 20년납, 월납",2025-06-27,대면채널,,기본형,비유니버셜,20년 이내 매년 기본계약자적립액의 5.5% + 매년 보험가입금액의 0.5% 20년 초과 매년 보험가입금액의 0.1%,보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보간편행복한준비보험II (무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,129.2 %,137.4 %,-,-,특약,(무)재해장해납입면제특약(간편가입형),10만원,86  원,26  원,주계약 및 이 특약의 차회 이후부터 보험료 납입기간 종료일까지의 보험료 납입을 면제,피보험자가 이 특약의 보험기간 중 「약관 장해분류표 중 동일한 재해로 여러 신체부위의 장해지급률을 더하여 50% 이상인 장해상태」가 되었을 경우,교보생명,"교보간편행복한준비보험II (무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형(R) 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1천만원, 20년납, 월납",2025-06-27,대면채널,,기본형,비유니버셜,20년 이내 매년 기본계약자적립액의 5.5% + 매년 보험가입금액의 0.5% 20년 초과 매년 보험가입금액의 0.1%,보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보간편행복한준비보험II [D](무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,129.2 %,137.4 %,-,-,주계약,사망보험금,"1,000만원",26100  원,"23,600  원",기본보험금액의 100% + 가산계약자적립액 + 추가계약자적립액,피보험자가 보험기간 중 사망하였을 경우,교보생명,"교보간편행복한준비보험II [D](무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형(R) 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1천만원, 20년납, 월납",2025-06-27,TM,,기본형,비유니버셜,20년 이내 매년 기본계약자적립액의 5.5% + 매년 보험가입금액의 0.5% 20년 초과 매년 보험가입금액의 0.1%,보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보간편행복한준비보험II [D](무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,129.2 %,137.4 %,-,-,주계약,추모자금,"1,000만원",26100  원,"23,600  원",보험가입금액의 10%,"""사망보험금"" 지급사유 발생일부터 1년이 되었을 때",교보생명,"교보간편행복한준비보험II [D](무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형(R) 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1천만원, 20년납, 월납",2025-06-27,TM,,기본형,비유니버셜,20년 이내 매년 기본계약자적립액의 5.5% + 매년 보험가입금액의 0.5% 20년 초과 매년 보험가입금액의 0.1%,보증,-,-,무해지/저해지환급
종신보험,교보생명,"교보간편행복한준비보험II [D](무배당,보험금보증비용부과형)",2025-09-25 16:49:36,-,-,0.75,2.10 %,-,,,129.2 %,137.4 %,-,-,특약,(무)재해장해납입면제특약(간편가입형),10만원,86  원,26  원,주계약 및 이 특약의 차회 이후부터 보험료 납입기간 종료일까지의 보험료 납입을 면제,피보험자가 이 특약의 보험기간 중 「약관 장해분류표 중 동일한 재해로 여러 신체부위의 장해지급률을 더하여 50% 이상인 장해상태」가 되었을 경우,교보생명,"교보간편행복한준비보험II [D](무배당,보험금보증비용부과형)",02-1588-1001,"■필수기재사항 1. 가입나이 : 40세 ~ 최고75세(보험종류, 보험기간, 납입기간별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 무해약환급금형/일반형 2. 부가서비스 : 교보New헬스케어서비스 장례특화형(R) 3. 보험료 예시기준 : 무해약환급금형, 40세가입, 보험가입금액1천만원, 20년납, 월납",2025-06-27,TM,,기본형,비유니버셜,20년 이내 매년 기본계약자적립액의 5.5% + 매년 보험가입금액의 0.5% 20년 초과 매년 보험가입금액의 0.1%,보증,-,-,무해지/저해지환급
종신보험,교보생명,교보실속간편종신보험 PLUSⅡ [D](무배당),2025-09-25 16:49:36,-,-,-,-,2.25 %,,,143.8 %,151.5 %,-,-,주계약,재해사망보험금,"10,000만원",457000  원,"435,000  원",기본보험금액의 100% + 추가계약자적립액,피보험자가 제1보험기간 중 재해로 사망하였을 경우,교보생명,교보실속간편종신보험 PLUSⅡ [D](무배당),02-1588-1001,"■필수기재사항 1. 가입나이 : 20세 ~ 최고75세(보험종류, 보험기간, 납입기간, 가입금액별로 상이함) 2. 보험기간 : 종신 ■선택기재사항 1. 저해약환급금형 2. 부가서비스 : 교보New헬스케어서비스, 교보New헬스케어서비스 프리미어, 교보New헬스케어서비스 프레스티지 3. 보험료 예시기준 : 2종 납입기간저해약환급금형(50%), 40세가입, 보험가입금액1억, 15년납, 월납 4. 적용이율 : 가입후 경과기간 5년 미만 2.25%/ 경과기간 5년이상 15년 미만 1.75%/ 경과기간 15년 이상 1.25%",2025-06-27,TM,,기본형,비유니버셜,-,-,-,-,무해지/저해지환급
